LineOfBusiness,BudgetGroup,BudgetLine,D1,D2,D3,D4,D5,D6,D7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,Consumables,Colour,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Colour                        ,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-10 00:00:00.000,383505,211493,1,1,,501308,501308,SGH TELECOM AND CONSTRUCTION,(PTY) LTD,SGH TELECOM AND CONSTRUCTION,P O BOX 771,,BRACKENFELL,7561,Incl Cons Sale,125248,Truck,2019-06-10 00:00:00.000,501308,SGH TELECOM AND CONSTRUCTION,(PTY) LTD,UNIT 40 HYDRO PARK,,HYDRO STR,STIKLAND,ALAN 021 9171121,JUANITAMO,,,M/R BLK 16597 COL 58552,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JILLIAN,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503C,"TCC-G476M830161,Yld9500",Non,None,,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,1431.0,1.0,0,0,0.0,15,1431.0,0.0,-1431.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,Laser Cartridge               ,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-06 00:00:00.000,383389,211349,1,1,,500455,500455,DESLEEMATTEX (PTY) LTD,,DESLEEMATTEX (PTY) LTD,P O BOX 113,,ELSIES RIVER,7480,Cash,125151,Truck,2019-06-06 00:00:00.000,500455,DESLEEMATTEX (PTY) LTD,YUSRAH 021-590 1800,,,COLEMAN STR,ELSIES RIVER,62496,MONICA,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,311,MONICA SNYDERS,300,CONSUMABLES,JILLIAN,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,,,0,,Consumables,Toner,ZTCL,CONS TONER COMPATIBLE LASER,CF226ACOMP,HP BLK LJ M402 26A,Non,None,,TON,,Y,Sold,Blank,,0.0,CONHPBT,Cons.HP Black Toner,Ship & Invoice,1,1,1,0,998.5,445.0,1.0,0,0,0.0,15,445.0,998.5,553.5,149.78,1148.28,2019-07-09 05:56:07.560
ISP Services,ISP Services,PCs and Servers,ISP Services                  ,Hardware                      ,PC                            ,Machine                       ,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,2J036EBPAMGW0M3,2019-06-28 00:00:00.000,384656,212784,1,2,,500115,500115,QUINCE CAPITAL (PTY) LTD,T/A NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,0,Not Applicable,1900-01-01 00:00:00.000,500115,CAMPOS TRANSPORT CC,,,11,BREMEN CL,AIRPORT INDUSTRIA,CAMPOS TRANSPORT,KARINB,DEAL NO. 684342,,,999,Unknown,BNK,DISCOUNT BANKS,N,Quince Capital,0,N,999,None,999_None,159,FRANCK VAN DER WALT,160,SMART SOLUTIONS (SS01),KARINB,0,0,0,,FIN,VAL BLACKMAN,1,EA,,Y,0.0,,0,,PC,Machine,PMOX,PC MACHINE NON-NASHUA ALL,NVR5432 164K,NVR 32 CHAN 16 CHAN POE 4HDD,Non,None,None,,,N,Sold,Blank,2J036EBPAMGW0M3,73480.31,,,Invoice Only,0,1,1,0,155810.11,0.0,0.0,500115,0,0.0,15,0.0,155810.11,155810.11,23371.52,179181.63,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,Ink Cartridge                 ,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,384635,212778,1,1,CN73AFY054,11429,11429,FEEDEM GROUP (PTY) LTD,,FEEDEM GROUP (PTY) LTD,P O BOX 13345,,N1 CITY,7463,Cash,0,Not Applicable,1900-01-01 00:00:00.000,11429,FEEDEM GROUP (PTY) LTD,CYNTHIA 0108802199,SIEMENS WADEVILLE,,SHAD/GALJOEN STR WADEVILLE,PLATTEKLOOF,CN73AFY054,JUANITAMO,P/O 25549 ISSUED TO STATIC,MAN   B 9927    C 1668,DEL JKJ EXPRESS WAYBILL 201553,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,202,FEEDEM STATIC TONERS,200,SERVICE,JUANITAMO,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,0.0,,0,,Consumables,Toner,ZTCI,CONS TONER COMPATIBLE INKJET,F6T83AEYCOMP,HP YEL H973 XL RMN INK CRT YLW,Non,None,,INY,,Y,Sold,Blank,,0.0,CONHPCT,Cons.HP Colour Toner,Manual Invoice,1,1,1,0,0.0,666.0,1.0,0,0,0.0,15,666.0,0.0,-666.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Accessories,Accessories,Business Infrastructure       ,Hardware                      ,MFP                           ,Accessory                     ,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-04 00:00:00.000,383228,211181,1,3,E335MC20503,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900-01-01 00:00:00.000,999992,LEIDEN HIGH SCHOOL,,,,LEIDEN/JAN DISSEL AVE,DELFT,COLL DOC 6363,CRAIGV,UPGRADE,MR BLK 148600,GOODS RETURNED,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,6363,Y,4,WORKSHOP,004_WORKSHOP,900,WAREHOUSE,900,WAREHOUSE,CRAIGV,6363,6363,74,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,CRPB2501LRG,CREDENZA FOR MP2001/2501,Non,None,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Goods Returned,-1,-1,-1,0,0.0,0.0,-1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Parts,Parts,Business Infrastructure       ,Annuity                       ,Part                          ,,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-03 00:00:00.000,383125,210869,1,2,,2573,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,124849,Not Applicable,2019-06-03 00:00:00.000,2573,TYG - SPARES BERNARD VOLSCHENK,TYG 60,TYG 60,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,E334M821096,SELWYNR,INC0737110,POWER CONSTRUCTION (PTY) LTD,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,TYG,60,BERNARD VOLSCHENK,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AD042059F,CLEANING BLADE ASS'Y,Non,None,AA,PRT,,Y,Sold,Blank,,0.0,,Blank,Ship & Invoice,1,1,1,0,0.0,91.86,1.0,0,0,0.0,15,91.86,0.0,-91.86,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-03 00:00:00.000,383116,210892,1,1,,0,0,EDCON LIMITED,EDGARS - 2025,EDCON LIMITED,PAROW CENTRE,DE LA REY ROAD,PAROW,0,Incl Cons Sale,124935,Truck,2019-06-03 00:00:00.000,0,EDGARS STORES,EDGARS - 2025,PAROW CENTRE,,DE LA REY ROAD,PAROW,HARRIET CONRADIE,JUANITAMO,087 822 3535,,M/R BLK 67046,999,Unknown,999,Unknown,,,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-W3038502794,Yld7000",Non,None,A,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,360.0,1.0,0,0,0.0,15,360.0,0.0,-360.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-04 00:00:00.000,383221,211162,1,1,,500924,500924,MOSAIC MANUFACTURING (PTY) LTD,,MOSAIC MANUFACTURING (PTY) LTD,80 SOCONY RD,,ELSIES RIVER,7480,Incl Cons Sale,125015,Truck,2019-06-04 00:00:00.000,500924,MOSAIC MANUFACTURING (PTY) LTD,,,80,SOCONY RD,ELSIES RIVER,FEROZA,JUANITAMO,,,M/R BLK 63279,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-W3078900171,Yld7000",Non,None,A,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,360.0,1.0,0,0,0.0,15,360.0,0.0,-360.0,0.0,0.0,2019-07-09 05:56:07.560
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure   ,Hardware                      ,PBX                           ,Accessory                     ,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-20 00:00:00.000,384226,207260,1,1,C508PC00834,10965,10965,HR CONCEPTS CC,,HR CONCEPTS CC,P O BOX 478,,CAPE GATE,7562,Select A Serial #,123176,,2019-04-10 00:00:00.000,10965,HR CONCEPTS CC,,,61,OWL STR,JOOSTENBERGVLAKTE WEST,HR CONCEPTS CC,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H,001_MAIN W/H,122,ZENNITH BANTJES,100,OA SALES (OA01),MARGAUX,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,,,0,,PC,Accessory,PAOX,PC ACCESSORY NON-NASHUA ALL,MER0311,MERCURY 3KVA/2700 WATTS 3000VA,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,4190.0,1.0,0,0,0.0,15,4190.0,0.0,-4190.0,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Hardware                      ,Non-Nashua                    ,Accessory                     ,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-20 00:00:00.000,384220,212088,1,3,867962037981142,502061,502061,INDEPENDENT COMPLIANCE SERVICE,(PTY) LTD,INDEPENDENT COMPLIANCE SERVICE,OFF 9 HERITAGE SQ,GLADSTONE/ VREDE STR,DURBANVILLE,7551,Select A Serial #,125452,,2019-06-18 00:00:00.000,502061,INDEPENDENT COMPLIANCE SERVICE,(PTY) LTD,OFF 9 HERITAGE SQUARE,,GLADSTONE/ VREDE RD,DURBANVILLE,INDEPENDENT COMPLIANT,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,6,PABX,006_PABX,114,PIETER JANSE VAN RENSBURG,106,COMMUNICATIONS 2 (COMM02),MARGAUX,0,0,0,,2,ECN - VAL BLACKMAN 021-9378125,1,EA,,N,,,0,,Non_Nashua,Accessory,OAOX,OTHER ACCESSORY NON-NASHUA ALL,AM3S,MAST 3Mx38MM STRAIGHT,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,150.0,1.0,0,0,0.0,15,150.0,0.0,-150.0,0.0,0.0,2019-07-09 05:56:07.560
ISP Services,ISP Services,PCs and Servers,ISP Services                  ,Hardware                      ,PC                            ,Accessory                     ,External Storage              ,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,384048,207311,1,7,9ABTG025282,502016,502016,CAPE TOWN OSTRICH RANCH CC,,CAPE TOWN OSTRICH RANCH CC,VAN SCHOORSDRIFT,PHILADELPHIA,DURBANVILLE,7551,Select A Serial #,123122,,2019-04-09 00:00:00.000,502016,CAPE TOWN OSTRICH RANCH CC,,PHILADELPHIA,,VAN SCHOORSDRIFT DR,DURBANVILLE,CAPE TOWN OSTRICH RANCH,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,6,PABX,006_PABX,168,RUBENE BARNARD,104,COMMUNICATIONS 1 (COMM01),MARGAUX,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,,,0,,PABX,Accessory,TAP,PABX ACCESSORIES PANASONIC,5E1100IUSB,EATON UPS,Non,None,,,,N,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,1383.0,1.0,0,0,0.0,15,1383.0,0.0,-1383.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Parts,Parts,Business Infrastructure       ,Annuity                       ,Part                          ,,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-06 00:00:00.000,383313,211262,1,4,,2573,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,125083,Not Applicable,2019-06-06 00:00:00.000,2573,TYG - SPARES BERNARD VOLSCHENK,TYG 60,TYG 60,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,G176J700069,JUANITAMO,MINDE SCHPIRO & SMITH,INC0737222 / TASK0616615,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,TYG,60,BERNARD VOLSCHENK,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AD041161,BLADE:CL:8799:C1.5(AD041158),Non,None,AA,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,202.2,1.0,0,0,0.0,15,202.2,0.0,-202.2,0.0,0.0,2019-07-09 05:56:07.560
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure   ,Hardware                      ,PBX                           ,Accessory                     ,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-25 00:00:00.000,384428,212415,1,9,5CBT1001661,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900-01-01 00:00:00.000,999992,MADELYN INCORPORATED,,,6,MAIN ROAD,VREDENBURG,COLL DOC 6416,DAWOOD,CONTRACT CANCELLED,GOODS RETURNED,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,6416,Y,7,PABX TRADE IN,007_PABX TRADE IN,900,WAREHOUSE,900,WAREHOUSE,DAWOOD,6416,6416,74,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,,0,,PABX,Accessory,TAP,PABX ACCESSORIES PANASONIC,KX-NSM108X,8-CHANNEL IP TRUNK ACTIV KEY,Non,None,,,,N,Sold,Blank,,0.0,,Blank,Goods Returned,-1,-1,-1,0,0.0,2188.35,-1.0,0,0,0.0,0,-2188.35,0.0,2188.35,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Parts,Parts,Business Infrastructure       ,Annuity                       ,Part                          ,,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-04 00:00:00.000,383198,210926,1,2,,2573,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,124882,Not Applicable,2019-06-04 00:00:00.000,2573,TYG - SPARES BERNARD VOLSCHENK,TYG 60,TYG 60,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,W872J700158,SELWYNR,INC0680150,BELLVILLE HIGH SCHOOL,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,TYG,60,BERNARD VOLSCHENK,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AD041140,CLEANING BLADE(AD041083)AF1060,Non,None,AA,CBL,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,291.25,1.0,0,0,0.0,15,291.25,0.0,-291.25,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,Laser Cartridge               ,Mono                          ,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-04 00:00:00.000,383204,211135,1,1,,0,0,NEDBANK LIMITED,,NEDBANK LIMITED,SOMERSET MALL,CNR DE LA REY & VOORTREKKER RO,PAROW,0,Incl Cons Sale,124992,Truck,2019-06-04 00:00:00.000,0,NEDBANK LIMITED,,SOMERSET MALL,CNR,DE LA REY & VOORTREKKER ROADS,PAROW,LUBONE 021 937 7000,JUANITAMO,,,M/R BLK 45662,999,Unknown,999,Unknown,,,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTSL,CONSUMABLE TONER SAMSUNG LASER,TONMLT-D203E,"TON-ZEFFBJFHB0004NV,Yld10000",Non,None,99,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,709.0,1.0,0,0,0.0,15,709.0,0.0,-709.0,0.0,0.0,2019-07-09 05:56:07.560
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure   ,Hardware                      ,PBX                           ,Accessory                     ,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-21 00:00:00.000,384256,210863,1,4,9CCTA005985,500807,500115,QUINCE CAPITAL (PTY) LTD,T/A NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,125208,,2019-06-10 00:00:00.000,500807,D LOMBARD AND J KRIEK,,TIJGER PRK 2,,WILLIE VAN SCHOOR DR,TYGERVALLEY,LOMBARD & KRIEK ATTORNEYS,MARGAUX,,,,999,Unknown,BNK,DISCOUNT BANKS,N,Quince Capital,0,Y,6,PABX,006_PABX,168,RUBENE BARNARD,104,COMMUNICATIONS 1 (COMM01),MARGAUX,0,0,0,,FIN,VAL BLACKMAN,1,EA,,N,,,0,,PABX,Accessory,TAP,PABX ACCESSORIES PANASONIC,LC/R127R2NA,12V 7.2 AMP BATTERY FOR PABX,Non,None,,,,N,Sold,Blank,,0.0,,Blank,Dem Sale,3,3,3,0,0.0,214.0,3.0,500115,0,0.0,15,642.0,0.0,-642.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Parts,Parts,Business Infrastructure       ,Annuity                       ,Lightning Protectors          ,,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-19 00:00:00.000,384150,211686,3,6,C509P102660,502059,500115,QUINCE CAPITAL (PTY) LTD,T/A NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,125345,,2019-06-13 00:00:00.000,502059,FINSTOP (PTY) LTD,,SANLAM HEAD OFFICE,2,STRAND STR,BELLVILLE,FINSTOP (PTY) LTD,MARGAUX,,,,999,Unknown,BNK,DISCOUNT BANKS,N,Quince Capital,0,Y,1,MAIN W/H,001_MAIN W/H,113,PIETER JANSE VAN RENSBURG,100,OA SALES (OA01),MARGAUX,0,0,0,,FIN,VAL BLACKMAN,1,EA,,N,,,0,,Parts_LightingPro,Other,GANX,GENERAL ACCESSORIES,NASH422G,STD LIGHTNING & SURGE PROTECT,Non,None,PY,LP,,Y,Sold,Required or Similar,,0.0,PART,Parts,Dem Sale,1,1,1,0,0.0,500.47,1.0,500115,0,0.0,15,500.47,0.0,-500.47,0.0,0.0,2019-07-09 05:56:07.560
,,,Business Infrastructure       ,Annuity                       ,Copy Charges                  ,,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,CN79FGY02P,2019-06-19 00:00:00.000,384142,212179,1,2,,502056,502056,STELLENBOSCH FINANSIELE ADVIES,DIENSTE (PTY) LTD,STELLENBOSCH FINANSIELE ADVIES,UNIT 4 PALATA BLDNG,BELLA ROSA RD,TYGERVALLEY,7536,Cash,0,Not Applicable,1900-01-01 00:00:00.000,502056,STELLENBOSCH FINANSIELE ADVIES,DIENSTE (PTY) LTD,UNIT 4 PALATA BLDNG,,BELLA ROSA RD,TYGERVALLEY,CN79FGY02P LOAN MACHINE,NATEESHA,CUSTOMER WAS AWAITING THERE,MACHINE,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,NATEESHA,0,0,0,,3,JILLIAN @ 021-9378118,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES - INVOICE ONLY,MTRCC,73 COLOR COPIES @ 0.7500,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,54.75,0.0,,0,0,0.0,15,0.0,54.75,54.75,8.21,62.96,2019-07-09 05:56:07.560
,,,Business Infrastructure       ,Annuity                       ,Copy Charges                  ,,,,,SellOut,TYG,NASHUA TYGERBERG,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,C767R420667,2019-06-28 00:00:00.000,384646,212782,1,2,,500712,500712,HOUSE OF REALTORS (PTY) LTD,,HOUSE OF REALTORS (PTY) LTD,P O BOX 1342,,DURBANVILLE,7551,Cash,0,,2019-05-31 00:00:00.000,500712,HOUSE OF REALTORS (PTY) LTD,,5B 1ST FL HERITAGE SQ,,VREDE/GLADSTONE STR,DURBANVILLE,C767R420667,HEATHER,AGREED THAT SERVICE INCREASE,WILL NOT BE APPLIED AT THIS,TIME,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,381494,N,999,None,999_None,200,SERVICE,200,SERVICE,HEATHER,0,220,8,,3,JILLIAN @ 021-9378118,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES - INVOICE ONLY,MTRCC,7029 Mono copies,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,100.51,0.0,,0,0,0.0,15,0.0,-100.51,-100.51,-15.08,-115.59,2019-07-09 05:56:07.560
