LineOfBusiness,BudgetGroup,BudgetLine,D1,D2,D3,D4,D5,D6,D7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,Parts,Parts,Business Infrastructure       ,Annuity                       ,Part                          ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,87267,40552,1,1,,20997,20997,UPP - SPARES MJ HAYES,,UPP - SPARES MJ HAYES,P O BOX 2473,,UPINGTON,8800,Cash,25070,Truck,2019-06-18 00:00:00.000,20997,UPP - SPARES MJ HAYES,,,28,KORT STREET,UPINGTON,W914P406534,GERALDINE,UPT INDUSTRIAL,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,UPP,40,MJ HAYES,Parts,Copiers,SC,NASHUA SPARES - COPIERS,B0443550,CLEANING BLADE MP201/301(COMP),Non,None,AA,CBL,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,87.55,1.0,0,0,0.0,15,87.55,0.0,-87.55,0.0,0.0,2019-07-09 05:56:07.560
Voice & Data,VOIP,VOIP,Voice and Data                ,Managed Services              ,VOIP                          ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,LTE 1GB 0827416327,2019-06-18 00:00:00.000,87280,40568,1,1,,14474,14474,LAERSKOOL FRANK BIGGS,,LAERSKOOL FRANK BIGGS,P O BOX 22,,LOUISVALE,8809,Customer Billing,0,Not Applicable,1900-01-01 00:00:00.000,14474,LAERSKOOL FRANK BIGGS,,,,HOOFWEG 1 LOUISVALE,LOUISVALE,827416327,UPPPROCESS,Contract# CBC0005220,Contract Type VOIP,827416327,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,100,SALES,100,SALES,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP L/RENT,*,CHARGES - INVOICE ONLY,VOIP L/RENT,Monthly Fee: June 2019,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,299.0,0.0,,0,0,0.0,15,0.0,299.0,299.0,44.85,343.85,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-12 00:00:00.000,87217,40493,1,2,,19395,19395,BDP ASSIST NINE(PTY)LTD,,BDP ASSIST NINE(PTY)LTD,P O BOX 25,,KAKAMAS,8870,Cash,0,,2019-06-12 00:00:00.000,19395,K AND B OK GROCER,,,9,STANLEY STREET,KIMBERLEY,BANKCHARGES 31/01/2019,ANINE,CUSTOMER CANCELLED D/O,CR - INCORRECTLY INVOICED,DN - PAYMENT STOPPED,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,81394,N,999,None,999_None,300,ADMIN,300,ADMIN,EDWIN,110619,0,252,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,BANKCHG,*,CHARGES - INVOICE ONLY,BANKCHG,BANK CHARGES,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,80.0,0.0,,0,0,0.0,0,0.0,-80.0,-80.0,0.0,-80.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-12 00:00:00.000,87230,40480,1,4,,19395,19395,BDP ASSIST NINE(PTY)LTD,K & B  OK GROCER,BDP ASSIST NINE(PTY)LTD,P O BOX 25,,KAKAMAS,8870,Cash,0,,2019-06-12 00:00:00.000,19395,K AND B OK GROCER,K & B  OK GROCER,,9,STANLEY STREET,KIMBERLEY,INTEREST,ANINE,CUSTOMER REFUSE TO PAY INTREST,ADDED TO ACCOUNT,INTEREST ON OVERDUE TRXS,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,86013,N,999,None,999_None,200,SERVICE,200,SERVICE,LINDEMIEC,110619,0,997,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 083439,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,3.73,0.0,,0,0,0.0,0,0.0,-3.73,-3.73,0.0,-3.73,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,87292,40580,1,1,,19571,19571,LANDILE SECURITY CC,LANDILE SECURITY CC,LANDILE SECURITY CC,P O BOX 2537,,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01 00:00:00.000,19571,LANDILE SECURITY CC,LANDILE SECURITY CC,,71,MARK STREET,UPINGTON,VOICE CONTRACT,UPPPROCESS,Contract# CBC0008667,Contract Type VOIP,VOICE CONTRACT,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,,,,0.0,,0,,,Voice Calls,None,None,VOIP,Voice Calls,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,226.93,0.0,,0,0,0.0,15,0.0,226.93,226.93,34.04,260.97,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88126,40757,1,25,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 083086,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,71.33,0.0,,0,0,0.0,0,0.0,71.33,71.33,0.0,71.33,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,87259,40538,1,1,,0,0,GRIEKWALAND WES KORPERATIEF,,GRIEKWALAND WES KORPERATIEF,GROBLERS MEAT-PROCUR,TBA,GROBLERSHOOP,0,Incl Cons Sale,25062,Truck,2019-06-18 00:00:00.000,0,GRIEKWALAND WES KORPERATIEF,,GROBLERS MEAT-PROCUR,,TBA,GROBLERSHOOP,GERALDINE,MARLIB,CUSTOMER REQUESTED SPARE TONER,,M/R BLK 5705,999,Unknown,999,Unknown,,,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP301EN,"TON-W917P501122,Yld8000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,436.0,1.0,0,0,0.0,15,436.0,0.0,-436.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,MFP,Mono,Business Infrastructure       ,Hardware                      ,MFP                           ,Machine                       ,Mono                          ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,W918P801182,2019-06-28 00:00:00.000,88105,40736,1,1,,900043,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Cash,0,Not Applicable,1900-01-01 00:00:00.000,900043,QUINCE CAPITAL (PTY) LTD,,WOODMEAD NORTH OFFICE PARK,54,MAXWELL DRIVE,WOODMEAD,KAI GARIB MUNICIPALITY,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,0.0,,0,,MFP,Machine,CMND,MFP MACHINE NASHUA DIGITAL,MP301SPFH1,30PPM MFP,Non,None,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Invoice Only,0,1,1,0,226386.56,0.0,0.0,0,0,0.0,15,0.0,226386.56,226386.56,33957.98,260344.54,2019-07-09 05:56:07.560
Voice & Data,VOIP,VOIP,Voice and Data                ,Managed Services              ,VOIP                          ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,LTE 1GB 0664856606,2019-06-18 00:00:00.000,87286,40574,1,1,,19997,19997,JMHL HARDEWARE CC,ORANJE MICA HARDWARE,JMHL HARDEWARE CC,P O BOX 954,,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01 00:00:00.000,19997,ORANJE MICA HARDWARE,ORANJE MICA HARDWARE,,22,SCOTT STREET,UPINGTON,664856606,UPPPROCESS,Contract# CBC0008117,Contract Type VOIP,664856606,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,102,STEFAN BOTHMA,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP L/RENT,*,CHARGES - INVOICE ONLY,VOIP L/RENT,Monthly Fee: June 2019,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,299.0,0.0,,0,0,0.0,15,0.0,299.0,299.0,44.85,343.85,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure       ,Annuity                       ,Consumable                    ,HP                            ,Toner                         ,Laser Cartridge               ,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88090,40719,1,1,,14687,14687,H & W DISTRIBUTORS,,H & W DISTRIBUTORS,P O BOX 2356,,UPINGTON,8800,Cash,25164,Truck,2019-06-28 00:00:00.000,14687,H & W DISTRIBUTORS,,,,CNR KARAKOEL & VOORUIT STREET,UPINGTON,DENICE,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Consumables,Toner,ZTHL,CONSUMABLES HP LASER PRINTERS,CE505A,HP L/JET P2035/P2055 BLK,HPT,HP Consumable Transaction,,TON,,Y,Sold,Blank,,0.0,CONHPBT,Cons.HP Black Toner,Ship & Invoice,1,1,1,0,1200.0,495.0,1.0,0,0,0.0,15,495.0,1200.0,705.0,180.0,1380.0,2019-07-09 05:56:07.560
Business Infrastructure,MFP,Mono,Business Infrastructure       ,Hardware                      ,MFP                           ,Machine                       ,Mono                          ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,D217ZC00103,2019-06-07 00:00:00.000,87191,40469,1,1,,21478,21478,EL SHADDAI CHARITABLE TRUST,,EL SHADDAI CHARITABLE TRUST,P O BOX 344,,GROBLERSHOOP,8850,Cash,0,Not Applicable,2019-06-07 00:00:00.000,21478,EL SHADDAI CARITABLE TRUST,,,,ERF 295 VOLGRAAFSIG,GROBLERSHOOP,DANIEL,ANINE,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,Y,0.0,,0,,MFP,Machine,CMNP,MFP MACHINE NASHUA PRIPORT,DX2330CNE,A4 60/90PPM DIGITAL DUPLICATOR,Non,None,,,,Y,Sold,Blank,,0.0,PRIP,Priports,Invoice Only,0,1,1,0,26500.0,0.0,0.0,0,0,0.0,15,0.0,26500.0,26500.0,3975.0,30475.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,87260,40539,1,1,,0,0,GRIEKWALAND WES KORPERATIEF,,GRIEKWALAND WES KORPERATIEF,GRONLERS MEAT-BUTCHE,TBA,GROBLERSHOOP,0,Incl Cons Sale,25063,Truck,2019-06-18 00:00:00.000,0,GRIEKWALAND WES KORPERATIEF,,GRONLERS MEAT-BUTCHE,,TBA,GROBLERSHOOP,GERALDINE,MARLIB,CUSTOMER REQUESTED SPARE TONER,,M/R BLK 10783,999,Unknown,999,Unknown,,,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP301EN,"TON-W917P501117,Yld8000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,436.0,1.0,0,0,0.0,15,436.0,0.0,-436.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-19 00:00:00.000,88011,40601,1,1,,19394,19394,CARLEM BELEGGINGS CC,UPINGTON INDUSTRIEEL,CARLEM BELEGGINGS CC,P O BOX 262,,UPINGTON,8800,Incl Cons Sale,0,Truck,2019-06-19 00:00:00.000,19394,UPINGTON INDUSTRIELE,,,,LE ROUX STREET,UPINGTON,ANNELIZE,MARLIB,CANCELLATION OF D/D# 024756,543370200,M/R BLK 49441,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,86038,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,190619,39979,320,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP301EN,"TON-W914P406534,Yld16000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Goods Returned,-1,-1,-1,0,204.0,436.0,-1.0,0,0,0.0,15,-436.0,-204.0,232.0,-30.6,-234.6,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure       ,Annuity                       ,Consumable                    ,HP                            ,Toner                         ,Laser Cartridge               ,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-10 00:00:00.000,87197,40424,1,1,,17941,17941,EZIBELENI CRECHE,,EZIBELENI CRECHE,898 IMALI STREET,,PABALLELO,8803,Incl Cons Sale,25019,Truck,2019-06-10 00:00:00.000,17941,EZIBELENI CRECHE,,,898,IMALI STREET PABALELLO,UPINGTON,LAVONIA,MARLIB,,781208564,M/R BLK 69918,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHL,CONSUMABLES HP LASER PRINTERS,CE278AC,"TON-CNG8FD609Z,Yld2100",HPC,HP CONSUMABLES CONRACTUAL,,TON,,Y,Sold,Blank,,0.0,CONS,Consumables,Incl Cons Sale,1,1,1,0,0.0,732.33,1.0,0,0,0.0,15,732.33,0.0,-732.33,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,DS7217HVI,2019-06-12 00:00:00.000,87219,40496,1,1,,16746,16746,SURESH KALIYAMURTHY,TRY ME ANY PARTS,SURESH KALIYAMURTHY,12 SCOTT STREET,,UPINGTON,8800,Cash,0,,2019-06-12 00:00:00.000,16746,TRY ME ANY PARTS,,,12,SCOTT STREET,UPINGTON,TRY ME ANY PARTS,ANINE,CONTRACT EXPIRED,,CR - CONTRACT EXPIRED,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,86406,N,999,None,999_None,100,SALES,100,SALES,EDWIN,110619,16746,201,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRRENT,*,CHARGES - INVOICE ONLY,MTRRENT,Rental,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,1530.94,0.0,,0,0,0.0,15,0.0,-1530.94,-1530.94,-229.64,-1760.58,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-12 00:00:00.000,87231,40481,1,1,,19395,19395,BDP ASSIST NINE(PTY)LTD,K & B  OK GROCER,BDP ASSIST NINE(PTY)LTD,P O BOX 25,,KAKAMAS,8870,Cash,0,,2019-06-12 00:00:00.000,19395,K AND B OK GROCER,K & B  OK GROCER,,9,STANLEY STREET,KIMBERLEY,INTEREST,ANINE,CUSTOMER REFUSE TO PAY INTREST,ADDED TO ACCOUNT,INTEREST ON OVERDUE TRXS,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,87126,N,999,None,999_None,200,SERVICE,200,SERVICE,LINDEMIEC,110619,0,997,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 083437,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,7.15,0.0,,0,0,0.0,0,0.0,-7.15,-7.15,0.0,-7.15,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88125,40756,1,15,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 078929,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,0.64,0.0,,0,0,0.0,0,0.0,0.64,0.64,0.0,0.64,2019-07-09 05:56:07.560
Business Infrastructure,MFP,Colour,Business Infrastructure       ,Hardware                      ,MFP-Ink and Laser Printer     ,Machine                       ,Colour                        ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,CN91MJX01N,2019-06-28 00:00:00.000,88113,40745,1,1,,900043,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Cash,0,Not Applicable,1900-01-01 00:00:00.000,900043,QUINCE CAPITAL (PTY) LTD,,WOODMEAD NORTH OFFICE PARK,54,MAXWELL DRIVE,WOODMEAD,SOZETA TRAIDING,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,0.0,,0,,MFP,Machine,CMHD,MFP MACHINE HP DIGITAL,D3Q20B,HP PageWide Pro MFP 477dw,Non,None,,,,Y,Sold,Blank,,0.0,CCPM4,Col Seg 4 (30-49),Invoice Only,0,1,1,0,25617.81,0.0,0.0,0,0,0.0,15,0.0,25617.81,25617.81,3842.67,29460.48,2019-07-09 05:56:07.560
Business Infrastructure,MFP,Mono,Business Infrastructure       ,Hardware                      ,MFP                           ,Machine                       ,Mono                          ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,W918P801181,2019-06-28 00:00:00.000,88104,40735,1,2,,900043,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Cash,0,Not Applicable,1900-01-01 00:00:00.000,900043,QUINCE CAPITAL (PTY) LTD,,WOODMEAD NORTH OFFICE PARK,54,MAXWELL DRIVE,WOODMEAD,KAI GARIB MUNICIPALITY,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,0.0,,0,,MFP,Machine,CMND,MFP MACHINE NASHUA DIGITAL,MP301SPFH1,30PPM MFP,Non,None,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Invoice Only,0,1,1,0,226386.56,0.0,0.0,0,0,0.0,15,0.0,226386.56,226386.56,33957.98,260344.54,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-12 00:00:00.000,87230,40480,1,1,,19395,19395,BDP ASSIST NINE(PTY)LTD,K & B  OK GROCER,BDP ASSIST NINE(PTY)LTD,P O BOX 25,,KAKAMAS,8870,Cash,0,,2019-06-12 00:00:00.000,19395,K AND B OK GROCER,K & B  OK GROCER,,9,STANLEY STREET,KIMBERLEY,INTEREST,ANINE,CUSTOMER REFUSE TO PAY INTREST,ADDED TO ACCOUNT,INTEREST ON OVERDUE TRXS,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,86013,N,999,None,999_None,200,SERVICE,200,SERVICE,LINDEMIEC,110619,0,997,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 083436,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,6.63,0.0,,0,0,0.0,0,0.0,-6.63,-6.63,0.0,-6.63,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,87288,40576,1,2,,14628,14628,HALANTA NEGE (PTY) LTD,,HALANTA NEGE (PTY) LTD,P O BOX 2999,,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01 00:00:00.000,14628,HALANTA NEGE (PTY) LTD,,,26A,INDUSTRIAL WAY,UPINGTON,VOICE CONTRACT,UPPPROCESS,Contract# CBC0008516,Contract Type VOIP,609916278,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,,,,0.0,,0,,,Voice Calls,None,None,VOIP,Voice Calls,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,729.65,0.0,,0,0,0.0,15,0.0,729.65,729.65,109.45,839.1,2019-07-09 05:56:07.560
