BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,429724,233410,1,3,,500056,500056,TYG - WRITE OFF ACCOUNT,,TYG - WRITE OFF ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Select A Serial #,134599,Not Applicable,2020/06/24,500056,TYG - WRITE OFF ACCOUNT,,NASHUA HOUSE,08-Jun,HIGH STR ROSENPARK,TYGERVALLEY,AS PER EMAIL FROM WILNA,JOYW,,,,999,Unknown,W/O,WRITE OFFS,6,Nashua In-House,0,Y,5,CONSUMABLES,005_CONSUMABLES,901,WRITE-OFFS,900,WAREHOUSE,JOYW,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP301EN,BLACK TONER MP301SPF,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,2,2,2,0,0.0,517.0,2.0,0,0.0,0.0,15,1034.0,0.0,-1034.0,0.0,0.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,432272,233722,1,7,,501374,501374,GOREEFERS LOGISTICS (PTY) LTD,,GOREEFERS LOGISTICS (PTY) LTD,P O BOX 835,,CAPE GATE,7562,Cash,0,,1900/01/01,501374,GOREEFERS LOGISTICS (PTY) LTD,,,22,SACKS CIRCLE,BELLVILLE,#NAME?,MTRBILL,GOL-GOREEFERS LOGISTICS,MODEL:IMC2000H1,3089R110328 :SRV,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,None,999,None,MTRBILL,0,0,0,,3,JILLIAN @ 082 723 0674,1,,,N,0.0,,0,,Non-Stock Charges,COMMENT,*,CHARGES - INVOICE ONLY,COMMENT,5143 Copies @ .6500,Non,None,,,,Y,Blank,Blank,,0.0,CHRG,Chargables,Meter Invoice,0,0,0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29:20.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,429410,232937,1,1,,7735,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,134482,Not Applicable,2020/06/19,7735,TYG - SPARES ROMARQUE JAMES,TYG 15,TYG 15,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,T587H800597,GLENDAJA,DSV HEALTHCARE,INC1104460 / TASK0972504,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,TYG,15,ROMARQUE JAMES,Parts,Laser,SL,NASHUA SPARES - LASER,M9060136,PCU:CLICK:3:SERV:EXP(M9060130),Non,None,AA,PCU,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,2482.54,1.0,0,0.0,0.0,15,2482.54,0.0,-2482.54,0.0,0.0,29:20.6
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,Toner,Ink Cartridge,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/09,428868,232379,1,2,CN8B1JY0B0,11429,11429,FEEDEM GROUP (PTY) LTD,,FEEDEM GROUP (PTY) LTD,P O BOX 13345,,N1 CITY,7463,Cash,0,Truck,1900/01/01,11429,FEEDEM GROUP (PTY) LTD,HENRY 011 439 2528,VILLAGE WALK RETIREMENT,,KIRSCHNER/DICKINSON RDS BENONI,PLATTEKLOOF,CN8B1JY0B0,JUANITAMO,P/O 27870 ISSUED TO ECOTEQ,M/R  B 17173  C 9662,DEL BY COURIER,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,202,FEEDEM STATIC TONERS,200,SERVICE,JUANITAMO,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Consumables,Toner,ZTCI,CONS TONER COMPATIBLE INKJET,F6T82AEMCOMP,HP MAG H973 XL RMN INK CRT YLW,Non,None,,INM,,Y,Sold,Blank,,0.0,CONHPCT,Cons.HP Colour Toner,Manual Invoice,1,1,1,0,0.0,1087.0,1.0,0,0.0,0.0,15,1087.0,0.0,-1087.0,0.0,0.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,429730,233411,1,1,,502206,502206,UNICO MAKELAARS CC,,UNICO MAKELAARS CC,9 LAUBSCER STR,AURORA,DURBANVILLE,7551,Cash,0,,1900/01/01,502206,UNICO MAKELAARS CC,,,9,LAUBSCER STR AURORA,DURBANVILLE,PRO RATA CHARGE,LIZELLE,ONCE OFF PRO RATA CHARGE,HOSTED CALL RECORDING,19 JUNE - 14 JULY 2020,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,ECN L/RENTAL,*,CHARGES - INVOICE ONLY,ECN L/RENTAL,PRO RATA CHARGE 19 JUN-24JUL,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,411.66,0.0,,0,0.0,0.0,15,0.0,411.66,411.66,61.75,473.41,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,00A0BA0B0325,2020/06/16,429056,232631,1,1,,501493,501493,TRANSPACO FLEXIBLES MPUMALANGA,(PTY) LTD,TRANSPACO FLEXIBLES MPUMALANGA,P O BOX 999,,BELLVILLE,7535,Customer Billing,0,Not Applicable,1900/01/01,501493,TRANSPACO FLEXIBLES MPUMALANGA,(PTY) LTD,,175,GRAHAMSTOWN RD,DEAL PARTY,VOICE CONTRACT,TYGPROCESS,Contract# CBC0004040,Contract Type VOIP,PORT ELIZABETH,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,ECN L/RENTAL,*,CHARGES - INVOICE ONLY,ECN L/RENTAL,Monthly Fee: June 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,430.0,0.0,,0,0.0,0.0,15,0.0,430.0,430.0,64.5,494.5,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,00A0BA0D7566,2020/06/16,429193,232768,1,1,,501895,501895,GREATER TYGERBERG PARTNERSHIP,COFFEE SHOP,GREATER TYGERBERG PARTNERSHIP,UNIT 3A BELLPARK BLDG,DURBAN/DE LANGE STR,BELLVILLE,7535,Customer Billing,0,Not Applicable,1900/01/01,501895,GREATER TYGERBERG PARTNERSHIP,COFFEE SHOP,(COFFEE SHOP) 3A BELLPARK BLDG,,DURBAN/DE LANGE STR,BELLVILLE,VOICE CONTRACT,TYGPROCESS,Contract# CBC0007897,Contract Type VOIP,COFFEE SHOP,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,ECN L/RENTAL,*,CHARGES - INVOICE ONLY,ECN L/RENTAL,Monthly Fee: June 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,250.0,0.0,,0,0.0,0.0,15,0.0,250.0,250.0,37.5,287.5,29:20.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Lightning Protectors,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/29,429862,232358,1,7,G474M930087,502227,500115,QUINCE CAPITAL (PTY) LTD,T/A NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,134327,,2020/06/09,502227,BRAINWAVE PROJECTS 1928 CC,,UNIT 104 OFFICE PARK,262,VOORTREKKER RD,PAROW,BRAINWAVE PROJECTS,KARINB,,,,999,Unknown,BNK,DISCOUNT BANKS,N,Quince Capital,0,Y,3,TRADE IN,003_TRADE IN,139,ALLAN ARENDS,100,OA SALES (OA01),MARGAUX,0,0,0,,FIN,VAL BLACKMAN,1,EA,,N,,,0,,Parts_LightingPro,Other,GANX,GENERAL ACCESSORIES,NASH422,STD LIGHTNING & SURGE PROTECT,DIS,TO BE DISCONTINUED,PY,LP,,Y,Sold,Blank,,0.0,PART,Parts,Dem Sale,1,1,1,0,0.0,216.0,1.0,500115,0.0,0.0,15,216.0,0.0,-216.0,0.0,0.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/16,429102,232677,1,2,,501627,501627,MARTHA VAN NIEKERK PROPERTIES,,MARTHA VAN NIEKERK PROPERTIES,P O BOX 579,,DURBANVILLE,7551,Customer Billing,0,Not Applicable,1900/01/01,501627,MARTHA VAN NIEKERK PROPERTIES,,TYGERFALLS,302,RIVERSIDE LOFTS,BELLVILLE,VOICE CONTRACT,TYGPROCESS,Contract# CBC0005208,Contract Type VOIP,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,2.87,0.0,,0,0.0,0.0,15,0.0,2.87,2.87,0.43,3.3,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/16,429139,232714,1,1,,501691,501691,DONSTEEL & FORGINGS,A DIV OF HUDACO TRADING PTY LT,DONSTEEL & FORGINGS,P O BOX 3474,,TYGERPARK,7536,Customer Billing,0,Not Applicable,1900/01/01,501691,DONSTEEL & FORGINGS,A DIV OF HUDACO TRADING PTY LT,,12,WILLOW RD,STIKLAND,VOICE CONTRACT,TYGPROCESS,Contract# CBC0005623,Contract Type VOIP,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,1154.28,0.0,,0,0.0,0.0,15,0.0,1154.28,1154.28,173.14,1327.42,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/16,429153,232728,1,2,,501738,501738,IRIS HOUSE CHILDREN'S HOSPICE,,IRIS HOUSE CHILDREN'S HOSPICE,P O BOX 15470,,PANORAMA - PAROW,7506,Customer Billing,0,Not Applicable,1900/01/01,501738,IRIS HOUSE CHILDREN'S HOSPICE,,STIKLAND ADMIN,,OLD PAARL RD,BELLVILLE,VOICE CONTRACT,TYGPROCESS,Contract# CBC0006030,Contract Type VOIP,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,961.81,0.0,,0,0.0,0.0,15,0.0,961.81,961.81,144.27,1106.08,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/16,429182,232757,1,2,,501845,501845,BOSTON OPTIQUE INCORPORATED,,BOSTON OPTIQUE INCORPORATED,11 SOLWAY STR,,BOSTON BELVILLE,7530,Customer Billing,0,Not Applicable,1900/01/01,501845,BOSTON OPTIQUE INCORPORATED,,,11,SOLWAY STR,BOSTON BELVILLE,VOICE CONTRACT,TYGPROCESS,Contract# CBC0007394,Contract Type VOIP,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,497.2,0.0,,0,0.0,0.0,15,0.0,497.2,497.2,74.58,571.78,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/16,429194,232769,1,2,,501854,501854,VISAGIE VOS & PARTNERS,,VISAGIE VOS & PARTNERS,P O BOX 90,,GOODWOOD,7459,Customer Billing,0,Not Applicable,1900/01/01,501854,VISAGIE VOS & PARTNERS,,,181,VASCO BOULEVARD,GOODWOOD,VOICE CONTRACT,TYGPROCESS,Contract# CBC0007907,Contract Type VOIP,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),,0,0,0,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,5621.11,0.0,,0,0.0,0.0,15,0.0,5621.11,5621.11,843.17,6464.28,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429490,233130,1,2,,501554,501554,HUDACO TRADING (PTY) LTD,T/A PARTQUIP GROUP,HUDACO TRADING (PTY) LTD,P O BOX 260642,,EXCOM,2023,Cash,0,,2020/06/22,501554,PARTQUIP GROUP A DIV OF HUDACO,T/A PARTQUIP GROUP,UNIT 12 DUNDAS PRK,23B,JUNCTION STR,PAROW INDUSTRIA,VOICE CONTRACT,HEATHER,Contract# CBC0004618,Contract Type VOIP - JUNE 2020,PAROW INDUSTRIA,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429071,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,262.4,0.0,,0,0.0,0.0,15,0.0,-262.4,-262.4,-39.36,-301.76,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429549,233192,1,2,,501739,501739,GOODWOOD JUBILEE MEMORIAL HOME,T/A JUBILEE RETIREMENT CENTRE,GOODWOOD JUBILEE MEMORIAL HOME,ORANJE/ RIEBEEK STR,TYGERDAL,GOODWOOD,7459,Cash,0,,2020/06/22,501739,JUBILEE RETIREMENT CENTRE,T/A JUBILEE RETIREMENT CENTRE,,,ORANJE/ RIEBEEK STR TYGERDAL,GOODWOOD,VOICE CONTRACT,HEATHER,Contract# CBC0006029,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429152,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,76.7,0.0,,0,0.0,0.0,15,0.0,-76.7,-76.7,-11.51,-88.21,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429555,233199,1,2,,501760,501760,BADISA - HUIS MARTINA,ATT: DAIRIN JENNIFER RHEEDER,BADISA - HUIS MARTINA,82 FREDERICK STREET,,PAROW VALLEY,7503,Cash,0,,2020/06/22,501760,BADISA - HUIS MARTINA,ATT: DAIRIN JENNIFER RHEEDER,,82,FREDERICK STR,PAROW VALLEY,VOICE CONTRACT,HEATHER,Contract# CBC0006588,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429160,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,66.2,0.0,,0,0.0,0.0,15,0.0,-66.2,-66.2,-9.93,-76.13,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429580,233218,1,3,,501855,501855,SA LEAD MANAGEMENT SYSTEMS CC,,SA LEAD MANAGEMENT SYSTEMS CC,CENTO BLDG BELLA ROSA VILLAGE,21C DURBAN RD,BELLVILLE,7535,Cash,0,,2020/06/22,501855,SA LEAD MANAGEMENT SYSTEMS CC,,CENTO BLDG BELLA ROSA VILLAGE,21C,DURBAN RD,BELLVILLE,VOICE CONTRACT,HEATHER,Contract# CBC0007463,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429185,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,161.24,0.0,,0,0.0,0.0,15,0.0,-161.24,-161.24,-24.19,-185.43,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429587,233225,1,1,,501876,501876,UKUZIMANYA HOLDINGS (PTY) LTD,,UKUZIMANYA HOLDINGS (PTY) LTD,PRIVATE BAG X6,SUITE 56,PANORAMA - PAROW,7506,Cash,0,,2020/06/22,501876,UKUZIMANYA HOLDINGS (PTY) LTD,,,22,DRIEKOPPEN STR,EDGEMEAD,VOICE CONTRACT,HEATHER,Contract# CBC0007914,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429198,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,48.72,0.0,,0,0.0,0.0,15,0.0,-48.72,-48.72,-7.31,-56.03,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429612,233252,1,2,,501981,501981,ZENZELE TRAINING & DEVELOPMENT,(PTY) LTD,ZENZELE TRAINING & DEVELOPMENT,PRIVATE BAG X002,,KHAYELITSHA,7783,Cash,0,,2020/06/22,501981,ZENZELE TRAINING & DEVELOPMENT,(PTY) LTD,KHAYELITSHA TRAINING CENTRE,,SPINE/ LWANDLE RD,KHAYELITSHA,VOICE CONTRACT,HEATHER,Contract# CBC0009196,Contract Type VOIP - JUNE 2020,SYSTEMS ERROR,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429229,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,35.23,0.0,,0,0.0,0.0,15,0.0,-35.23,-35.23,-5.28,-40.51,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429638,233278,1,5,,502072,502072,RESQ MEDICS CC,,RESQ MEDICS CC,P O BOX 714,,EDGEMEAD,7407,Cash,0,,2020/06/22,502072,RESQ MEDICS CC,,,21B,1ST AVENUE BOSTON,BELLVILLE,VOICE CONTRACT,HEATHER,Contract# CBC0016135,Contract Type VOIP - JUNE 2020,EDGEMEAD,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,429269,N,999,None,999_None,401,ADMIN ECN LINES & VOICE,106,COMMUNICATIONS 2 (COMM02),HEATHER,0,641,120,,2,ECN - VAL BLACKMAN 021-2070107,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-15,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,126.25,0.0,,0,0.0,0.0,15,0.0,-126.25,-126.25,-18.94,-145.19,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,C509P102895,2020/06/30,432262,233712,1,1,,501374,501374,GOREEFERS LOGISTICS (PTY) LTD,,GOREEFERS LOGISTICS (PTY) LTD,P O BOX 835,,CAPE GATE,7562,Cash,0,,1900/01/01,501374,GOREEFERS LOGISTICS (PTY) LTD,,,22,SACKS CIRCLE,BELLVILLE,#NAME?,MTRBILL,GOL-GOREEFERS LOGISTICS,MODEL:MPC307SPFH1,C509P102895 :RTL,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,999,None,999,None,MTRBILL,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRRENT,*,CHARGES - INVOICE ONLY,MTRRENT,Rental 2020/08,Non,None,,,,Y,Blank,Blank,,0.0,CHRG,Chargables,Meter Invoice,0,1,1,0,1030.97,0.0,,0,0.0,0.0,15,0.0,1030.97,1030.97,154.65,1185.62,29:20.6
