BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.62042E+14,2020/06/22,576880,986951,1,1,,6660,6660,EVEREST FINANCIAL SERVICES(PTY,,EVEREST FINANCIAL SERVICES(PTY,P O BOX 22671,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,6660,EVEREST FINANCIAL SERVICES(PTY,,,11A,DR BEYERS NAUDE STR,MIDDELBURG MPUMALANGA,PABX MIDDELBURG,NETPROCESS,Contract# CBC0005059,Contract Type VOIP,609817996,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,998,VOIP - AUTO BILLING,508,VOIP - AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-LTEMODEM,*,CHARGES,RTL-LTEMODEM,Monthly Fee: June 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,82.39,0.0,,0,0.0,0.0,15,0.0,82.39,82.39,12.36,94.75,16:10.6
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.67962E+14,2020/06/22,576844,986915,1,3,,7625,7625,ENDETO ENGINEERING CC,,ENDETO ENGINEERING CC,P O BOX 4237,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,7625,ENDETO ENGINEERING CC,,,10,AMPERE CRESCENT,MIDDELBURG MPUMALANGA,BRONZE VOIP,NETPROCESS,Contract# CBC0002834,Contract Type VOIP,9.60201E+12,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,998,VOIP - AUTO BILLING,508,VOIP - AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-LTEMODEM,*,CHARGES,RTL-LTEMODEM,Monthly Fee: July 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,137.0,0.0,,0,0.0,0.0,15,0.0,137.0,137.0,20.55,157.55,16:10.6
Business Infrastructure,Printers,Printers,Business Infrastructure,Hardware,Laser Printer,Machine,Mono,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,PHKGF10977,2020/06/10,576351,986227,1,1,,5864,5864,KOPANO SOLUTIONS COMPANY (PTY),NASHUA KOPANO,KOPANO SOLUTIONS COMPANY (PTY),P O BOX 6190,,HALFWAY HOUSE,1685,Cash,0,,1900-01-01,5864,KOPANO SOLUTIONS COMPANY (PTY),NASHUA KOPANO,WOODMEAD NORTH OFFICE PARK,,MAXWELL DRIVE  WOODMEAD,KOPANO,10707,FRANCISJ,GRN - CUSTOMER CANCELLED,,,KPN,NASHUA KOPANO,FRA,FRANCHISE ACCOUNTS,0,Business Accounts,10707,Y,3,TRADE IN,003_TRADE IN,700,CONTRACTS,700,CONTRACTS,FRANCISJ,10707,10707,87,,FRA,KERISHNIE SILAS  013 249 8834,1,EA,,Y,0.0,,0,,Printers,Machine,LMHL,PRINTERS HP LASER,CF278A,LASERJET PRO 400 M401DN,OTH,OTHER MACHINES,,,,Y,Sold,Blank,,0.0,KCPM3LP,BW Seg 2(30-39) Printer,Goods Returned,-1,-1,-1,0,0.0,0.01,-1.0,0,0.0,0.0,15,-0.01,0.0,0.01,0.0,0.0,16:10.6
,,,Non-Core,Hardware,Cellular,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.937E+19,2020/06/09,576256,986098,1,1,,7477,7477,NASHUA CELLULAR MIDDELBURG,TRENDITRADE 21 (PTY) LTD,NASHUA CELLULAR MIDDELBURG,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,543997,Collect,2020-06-09,7477,SCHOONBEE LANDGOED,TRENDITRADE 21 (PTY) LTD,,,8 DOLERITE STREET,MIDDELBURG MPUMALANGA,IN5969T001002278,WIHANO,WIHAN TO DELIVER,,,999,Unknown,DIR,DIRECT ACCOUNTS,0,Business Accounts,0,Y,13,CELLULAR,013_CELLULAR,505,WIHAN OBERHOLZER,500,CELLULAR SALES - GROWTH,WIHANO,0,0,0,,NAS,NET ACCOUNTS,1,EA,,Y,,,0,,Cellular,Accessory,XAOX,CELLULAR ACCESS NON-NASHUA ALL,103004940,Trio Contract SIM,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,957749,164344,1,2,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,806076,NASHUA MPUMALANGA,T/A NASHUA MPUMALANGA,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,TECHNOLOGY BILLING,NASHUA,# NAS0000069,CONT TYPE : TECHNOLOGY,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,N,999,None,999_None,26,TECHNOLOGY,123,TECHNOLOGY,,0,0,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Non-Stock Charges,WORKWIDE,*,NON-STOCK CHARGES,WORKWIDE,Monthly Fee: June 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,1602.0,0.0,,0,0.0,0.0,15,1602.0,0.0,0.0,240.3,1842.3,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E204RB60305,2020/06/04,576133,985749,1,2,,0,0,LYTTELTON DOLOMITE PTY LTD,INFRASORS HOLDINGS PTY LTD,LYTTELTON DOLOMITE PTY LTD,LOSKOP NORTH,JS12 RAILWAY STR,MARBLE HALL,0,Incl Cons Sale,543889,Truck,2020-06-04,0,LYTTELTON DOLOMITE PTY LTD,INFRASORS HOLDINGS PTY LTD,LOSKOP NORTH,JS12,RAILWAY STR,MARBLE HALL,SELINAH 012 664 5649,YOLANDI,TONER FOR E204RB60305 MPC2003,DELIVER,M/R BLK 122584 COL 258657,999,Unknown,999,Unknown,,,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,EDITHM,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503M,"TCM-E204RB60305,Yld9500",COP,COPIERS,,TCM,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,1655.0,1.0,0,0.0,0.0,15,1655.0,0.0,-1655.0,0.0,0.0,16:10.6
Business Infrastructure,Printers,Printers,Business Infrastructure,Hardware,Laser Printer,Machine,Mono,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,PHKGF10985,2020/06/10,576352,986228,1,1,,5864,5864,KOPANO SOLUTIONS COMPANY (PTY),NASHUA KOPANO,KOPANO SOLUTIONS COMPANY (PTY),P O BOX 6190,,HALFWAY HOUSE,1685,Cash,0,,1900-01-01,5864,KOPANO SOLUTIONS COMPANY (PTY),NASHUA KOPANO,WOODMEAD NORTH OFFICE PARK,,MAXWELL DRIVE  WOODMEAD,KOPANO,10717,FRANCISJ,GRN - CUSTOMER CANCELLED,,,KPN,NASHUA KOPANO,FRA,FRANCHISE ACCOUNTS,0,Business Accounts,10717,Y,3,TRADE IN,003_TRADE IN,700,CONTRACTS,700,CONTRACTS,FRANCISJ,10717,10717,87,,FRA,KERISHNIE SILAS  013 249 8834,1,EA,,Y,0.0,,0,,Printers,Machine,LMHL,PRINTERS HP LASER,CF278A,LASERJET PRO 400 M401DN,OTH,OTHER MACHINES,,,,Y,Sold,Blank,,0.0,KCPM3LP,BW Seg 2(30-39) Printer,Goods Returned,-1,-1,-1,0,0.0,0.01,-1.0,0,0.0,0.0,15,-0.01,0.0,0.01,0.0,0.0,16:10.6
,,,Connectivity Infrastructure,Managed Services,Connectivity,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,Q2Q7S18A19011064,2020/06/22,576929,987000,1,2,,6660,6660,EVEREST FINANCIAL SERVICES(PTY,,EVEREST FINANCIAL SERVICES(PTY,P O BOX 22671,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,6660,EVEREST FINANCIAL SERVICES(PTY,,,11A,DR BEYERS NAUDE STR,MIDDELBURG MPUMALANGA,VOICE-BRONZE VBX STANDERT,NETPROCESS,Contract# CBC0008683,Contract Type VOIP,729970964,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,997,VBX - AUTO BILLING,510,VBX - AUTO BILLING,,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,RTL-LTEMODEM,*,CHARGES,RTL-LTEMODEM,Monthly Fee: July 2020,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,VOIP Invoice,0,1,1,0,115.0,0.0,,0,0.0,0.0,15,0.0,115.0,115.0,17.25,132.25,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,G477MC30229,2020/06/01,575975,985598,2,3,,0,0,SIEMENS (PTY) LTD,,SIEMENS (PTY) LTD,MAIN OFF KENDAL POWE,KENDAL RD,OGIES,0,Incl Cons Sale,543761,Truck,2020-06-01,0,SIEMENS (PTY) LTD,,MAIN OFF KENDAL POWE,,KENDAL RD,OGIES,DINAH 072 2083 723,YOLANDI,TONER FOR G477MC30229 MPC2011,DELIVER,M/R BLK 19906 COL 48055,999,Unknown,999,Unknown,,,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,EDITHM,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503Y,"TCY-G477MC30229,Yld9500",COP,COPIERS,,TCY,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,1655.0,1.0,0,0.0,0.0,15,1655.0,0.0,-1655.0,0.0,0.0,16:10.6
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,10023037494,2020/06/26,957482,164085,1,6,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,508116,Not Applicable,2020-06-26,806076,NASHUA MPUMALANGA,T/A NASHUA MPUMALANGA,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,52876,SHADRACK,SUPPLIER INVOICE IN/MD2779654,LINKED TO INV# 957408,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,500,MISC-DROP/SHIP,500_MISC-DROP/SHIP,42,CLINT VAN WYK,113,FRANCHISE DEPT,SHADRACK,0,52876,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,Y,0.0,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,DS-3E1310P-E,WMAN 8 100MPOE 2X1000M CMB PRT,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Drop Shipment,1,1,1,0,1650.0,1500.0,1.0,0,0.0,0.0,15,1650.0,0.0,0.0,247.5,1897.5,16:10.6
,,,Smart Solutions,Annuity,Access Control,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,957745,164340,1,3,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Customer Billing,0,Not Applicable,1900-01-01,806076,NASHUA MPUMALANGA,T/A NASHUA MPUMALANGA,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,133345 / 51439,NASHUA,# CBC0017312,CONT TYPE : IQTECH,MASEMANZI MINING HOLDINGS PTY,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,N,999,None,999_None,42,CLINT VAN WYK,113,FRANCHISE DEPT,,0,0,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Access_Control,Other,H*,ACCESS CONTROL SUPPORT,SUPPORTAD500,Monthly Fee: June 2020,ACS,Access Control Support,,,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,5,5,0,148.5,0.0,0.0,0,0.0,0.0,15,742.5,0.0,0.0,111.38,853.88,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,957207,163778,1,8,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507967,Collect in Despatch,2020-06-24,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053647-01 CLAUDIAB NET,CLAUDIAB,806076,Driver will collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CLAUDIAB,0,53647,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Copiers,SC,SPARES - COPIERS,D1584107,G/PLATE:FUSING EXIT:OPEN/CLOSE,C,COPIER PARTS,BE,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,141.21,91.1,1.0,0,0.0,0.0,15,141.21,0.0,0.0,21.18,162.39,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/23,957054,163611,1,6,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507876,Truck,2020-06-23,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053636-01 DDREB NET,DDREB,NASHUA MPUMALANGA,PLEASE PUT IN NASHUA RUSTENBUR,GS CAGE FOR COLLECTION,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53636,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONIMC2500M,IM C2500 MAGENTA,ZCC,Copier chem/cons,,TCM,,Y,Sold,Required,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,1655.0,1264.0,1.0,0,0.0,0.0,15,1655.0,0.0,0.0,248.25,1903.25,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3389PB01954,2020/05/25,953528,160199,1,1,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Warranty,0,,2020-05-25,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,WARRANTY PAYOUT,EDITHM,WARRANTY PAYOUT TO OWNER NET,FOR E-ORDER P/O# 053388,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,953527,N,999,None,999_None,42,CLINT VAN WYK,113,FRANCHISE DEPT,EDITHM,0,53388,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Non-Stock Charges,WARRANTY,*,NON-STOCK CHARGES,WARRANTY,WARRANTY PAYOUT,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,235.41,0.0,,0,0.0,0.0,15,-235.41,0.0,0.0,-35.31,-270.72,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3389PB01994,2020/06/03,954738,161327,1,1,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Warranty,0,,2020-06-03,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,WARRANTY PAYOUT,EDITHM,WARRANTY PAYOUT TO OWNER NET,FOR E-ORDER P/O# 053456,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,954737,N,999,None,999_None,42,CLINT VAN WYK,113,FRANCHISE DEPT,EDITHM,0,53456,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Non-Stock Charges,WARRANTY,*,NON-STOCK CHARGES,WARRANTY,WARRANTY PAYOUT,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,235.41,0.0,,0,0.0,0.0,15,-235.41,0.0,0.0,-35.31,-270.72,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3389PB02098,2020/06/25,957429,164027,1,1,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Cash,0,,1900-01-01,806076,NASHUA MPUMALANGA,T/A NASHUA MPUMALANGA,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,WARRANTY TRANSFER(-),NASHUA,FROM OWNER NET TO SERVICER ERM,NASHUA HIGHVELD,Installation INC1132716,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,162355,N,999,None,999_None,42,CLINT VAN WYK,113,FRANCHISE DEPT,,0,0,36,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Non-Stock Charges,WARRANTY,*,NON-STOCK CHARGES,WARRANTY,Warranty Transfer,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Debit Note,0,1,1,0,235.41,0.0,,0,0.0,0.0,15,235.41,0.0,0.0,35.31,270.72,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3389PB02125,2020/06/12,955746,162357,1,12,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Warranty,0,,2020-06-12,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,WARRANTY PAYOUT,DDREB,WARRANTY PAYOUT TO OWNER NET,FOR E-ORDER P/O# 053528,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,955745,N,999,None,999_None,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53528,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Non-Stock Charges,WARRANTY,*,NON-STOCK CHARGES,WARRANTY,WARRANTY PAYOUT,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,235.41,0.0,,0,0.0,0.0,15,-235.41,0.0,0.0,-35.31,-270.72,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA LOWVELD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/25,38185,663489,1,1,,900013,900013,TRENDITRADE 21 (PTY) LTD T/A,NASHUA MPUMALANGA,TRENDITRADE 21 (PTY) LTD T/A,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Cash,382933,Truck,2020-06-25,900013,NASHUA MPUMALANGA,,,8,DOLERITE AERORAND,MIDDELBURG MPUMALANGA,53662,KATHY,ATT. KELRAN,,,NET,NASHUA MPUMALANGA,FRA,FRANCHISE,0,,0,Y,1,MAIN W/H,001_MAIN W/H,320,FRANCHISES,600,SUPPLIES (CONSUMABLE DEP),JOHANNAF,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONIMC2500M,IM C2500 MAGENTA,Non,None,,TCM,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,1655.0,1655.0,1.0,0,0.0,0.0,15,1655.0,0.0,0.0,248.25,1903.25,16:10.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,957210,163781,1,12,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507970,Truck,2020-06-24,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053648-01 DDREB NET,DDREB,NASHUA MPUMALANGA,ORDER TO BE COLLECTED,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,DDREB,0,53648,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP301EN,BLACK TONER MP301SPF,ZCC,Copier chem/cons,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,8,8,8,0,517.0,347.0,8.0,0,0.0,0.0,15,4136.0,0.0,0.0,620.4,4756.4,16:10.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,Purchase - NASHUA (PTY) LTD,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/17,956232,162814,1,18,,806076,806076,TRENDITRADE 21 PTY LTD,T/A NASHUA MPUMALANGA,TRENDITRADE 21 PTY LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,e-Order,507477,Collect in Despatch,2020-06-17,806076,NASHUA MPUMALANGA,,NASHUA HOUSE,8,DOLERITE AVE AERORAND,MIDDELBURG MPUMALANGA,053561-01 CLAUDIAB NET,CLAUDIAB,806076,Driver will collect,,NET,NASHUA MPUMALANGA,FRA,Franchise,0,,0,Y,101,DSV-PARTS W/H,101_DSV-PARTS W/H,42,CLINT VAN WYK,113,FRANCHISE DEPT,CLAUDIAB,0,53561,0,,F01,ELMARIE PRETORIUS 011 232 8066,100,EA,,N,0.0,,0,,Parts,Copiers,SC,SPARES - COPIERS,D6062113,PICK UP ROLLER,C,COPIER PARTS,BC,,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,83.89,54.12,1.0,0,0.0,0.0,15,83.89,0.0,0.0,12.58,96.47,16:10.6
